股票简称,股票代码,上市日期,发行价,最新价,发行中签率,总发行数,首日涨幅
迦南科技,300412,2014-12-31 00:00:00,13.6,5.47,0.4546013116,1340,-0.36
金盾股份,300411,2014-12-31 00:00:00,12.8,6.61,0.4758863747,2000,-1.34
正业科技,300410,2014-12-31 00:00:00,10.79,9.33,0.4118069632,1500,-8.89
南威软件,603636,2014-12-30 00:00:00,14.95,12.93,0.39603054,2500,-2.19
中矿资源,002738,2014-12-30 00:00:00,7.57,45.7,0.3961934903,3000,-2.23
葵花药业,002737,2014-12-30 00:00:00,36.53,22.59,0.6380303372,3650,-0.13
高能环境,603588,2014-12-29 00:00:00,18.23,10.02,0.40851023,4040,-0.1
国信证券,002736,2014-12-29 00:00:00,5.83,9.25,1.7971839565,120000,-0.54
华电重工,601226,2014-12-11 00:00:00,10,7.13,0.67653214,15000,-1.52
海南矿业,601969,2014-12-09 00:00:00,10.34,6.95,1.79701726,18667,1.02
方盛制药,603998,2014-12-05 00:00:00,14.85,10.21,0.51281076,2726,-2.3
燕塘乳业,002732,2014-12-05 00:00:00,10.13,23.26,0.5397604479,3935,-0.34
柳药集团,603368,2014-12-04 00:00:00,26.22,21.6,0.40089182,2812.5,-0.69
锦泓集团,603518,2014-12-03 00:00:00,20.02,10.21,0.64006262,3699.5,-0.1
道氏技术,300409,2014-12-03 00:00:00,17.3,12.5,0.4474177799,1625,-0.32
三环集团,300408,2014-12-03 00:00:00,29.39,31.28,1.2311478625,4600,-0.95
凯发电气,300407,2014-12-03 00:00:00,22.34,8.48,0.4888893504,1700,-1.05
王子新材,002735,2014-12-03 00:00:00,9.23,13.31,0.3269840598,2000,-1.11
雄韬股份,002733,2014-12-03 00:00:00,13.16,16.49,0.4967995798,3400,-1.08
福达股份,603166,2014-11-27 00:00:00,5.8,6.79,0.29854737,4350,1.65
宁波精达,603088,2014-11-11 00:00:00,8.57,8.59,0.4480154,2000,1.06
合锻智能,603011,2014-11-07 00:00:00,4.26,6.8,0.54718439,4500,-0.29
中科曙光,603019,2014-11-06 00:00:00,5.29,44.75,0.52417621,7500,-0.93
陕西黑猫,601015,2014-11-05 00:00:00,6.15,4.44,1.27740024,12000,-0.22
中电电机,603988,2014-11-04 00:00:00,14.88,10.9,0.48759253,2000,-3.2
萃华珠宝,002731,2014-11-04 00:00:00,11.92,13.94,0.6837598566,3768,-0.71
海洋王,002724,2014-11-04 00:00:00,8.88,8.5,0.5957327268,5000,-0.12
石英股份,603688,2014-10-31 00:00:00,6.45,103.35,0.68635971,5595,-2.02
九强生物,300406,2014-10-30 00:00:00,14.32,20.95,0.3002989878,3111,-0.66
科隆股份,300405,2014-10-30 00:00:00,16.45,5.84,0.4760753469,1700,0.52
汉宇集团,300403,2014-10-30 00:00:00,19.3,7.86,0.62774697,3400,-0.51
东方电缆,603606,2014-10-15 00:00:00,8.2,45.65,0.49013809,3535,0.93
华设集团,603018,2014-10-13 00:00:00,32.26,9.08,0.752982,2600,-0.77
九洲药业,603456,2014-10-10 00:00:00,15.43,25.59,0.74844159,5196,-0.89
万盛股份,603010,2014-10-10 00:00:00,11.7,11.27,0.49212824,2500,-0.62
宝色股份,300402,2014-10-10 00:00:00,4.47,20.56,0.5777566703,5100,-0.1
劲拓股份,300400,2014-10-10 00:00:00,7.6,15.04,0.697088513,2000,-1.44
兰石重装,603169,2014-10-09 00:00:00,1.68,7.42,0.61402201,10000,1.78
花园生物,300401,2014-10-09 00:00:00,7.01,11.92,0.4020922574,2270,0.0
天利科技,300399,2014-10-09 00:00:00,11.19,12.59,0.3890222671,2000,-1.41
飞凯材料,300398,2014-10-09 00:00:00,18.15,17.49,0.5175348721,2000,-2.13
电光科技,002730,2014-10-09 00:00:00,8.07,9.06,0.4550078785,3667,-1.63
重庆燃气,600917,2014-09-30 00:00:00,3.25,6.98,0.87666662,15600,0.14
节能风电,601016,2014-09-29 00:00:00,2.17,3.59,0.7041854,17778,0.0
华懋科技,603306,2014-09-26 00:00:00,12.08,28.96,0.29772479,3500,-1.73
中来股份,300393,2014-09-12 00:00:00,16.42,12.95,0.5841631037,2988,-1.45
好利科技,002729,2014-09-12 00:00:00,11.9,19.73,0.3745948252,1668,0.0
天和防务,300397,2014-09-10 00:00:00,24.05,10.78,0.5928549777,3000,1.89
迪瑞医疗,300396,2014-09-10 00:00:00,29.54,27.57,0.7652846994,1534,-2.23
菲利华,300395,2014-09-10 00:00:00,19.13,41.66,0.6624389612,1620,-1.26
亚邦股份,603188,2014-09-09 00:00:00,20.49,3.66,1.2141821,7200,0.0
福斯特,603806,2014-09-05 00:00:00,27.18,33.84,1.51608184,6000,-1.23
会稽山,601579,2014-08-25 00:00:00,4.43,12.27,0.49142625,10000,0.57
长白山,603099,2014-08-22 00:00:00,4.54,13.78,0.36827953,6667,-2.89
禾丰股份,603609,2014-08-08 00:00:00,5.88,9.37,0.51120044,8000,-0.43
川仪股份,603100,2014-08-05 00:00:00,6.72,35.53,0.89476678,10000,-0.39
康尼机电,603111,2014-08-01 00:00:00,6.89,4.83,0.65140032,7230,-0.82
长药控股,300391,2014-08-01 00:00:00,9.84,7.11,0.8369115771,1667,-0.28
艾比森,300389,2014-08-01 00:00:00,18.43,15.99,0.7245571695,1966,-1.24
节能国祯,300388,2014-08-01 00:00:00,12.14,7.02,0.47681587,2206,-0.57
三联虹普,300384,2014-08-01 00:00:00,30.66,16.96,0.6192617962,1334,-1.51
中材节能,603126,2014-07-31 00:00:00,3.46,7.78,0.84998527,8000,-1.14
天华新能,300390,2014-07-31 00:00:00,8.47,31.4,0.29950966,1950,-0.88
特一药业,002728,2014-07-31 00:00:00,14,16.42,0.3772960034,2500,4.12
北特科技,603009,2014-07-18 00:00:00,7.01,7.29,0.28085352,2667,1.11
今世缘,603369,2014-07-03 00:00:00,16.93,60.11,1.05941134,5180,1.97
莎普爱思,603168,2014-07-02 00:00:00,21.85,8.93,0.76228515,1635,0.22
富邦股份,300387,2014-07-02 00:00:00,20.48,7.47,0.7100078556,1525,-2.23
一心堂,002727,2014-07-02 00:00:00,12.2,25.34,0.6220852363,6510,-0.24
依顿电子,603328,2014-07-01 00:00:00,15.31,7.72,1.70084633,9000,-1.03
联明股份,603006,2014-06-30 00:00:00,9.93,11.3,0.43654651,2000,1.07
飞天诚信,300386,2014-06-26 00:00:00,33.13,10.24,0.5441650244,2376,-2.38
雪浪环境,300385,2014-06-26 00:00:00,14.73,6.46,0.4577015145,2000,-0.31
龙大美食,002726,2014-06-26 00:00:00,9.79,7.87,0.8325050249,5459,-0.13
岭南股份,002717,2014-02-19 00:00:00,22.32,3.31,0.5774325717,2143,-2.36
登云股份,002715,2014-02-19 00:00:00,10.16,14.85,0.4561921587,2300,0.47
东易日盛,002713,2014-02-19 00:00:00,21,9.19,0.6491348514,3121.0119,0.22
海天味业,603288,2014-02-11 00:00:00,51.25,44.72,2.76615717,7485,-0.93
晶方科技,603005,2014-02-10 00:00:00,19.16,22.34,1.31869551,5667.4239,-4.37
光环新网,300383,2014-01-29 00:00:00,38.3,10.0,1.5408372692,1364.5,-1.67
斯莱克,300382,2014-01-29 00:00:00,35.15,11.66,1.646586511,1330.9247,-1.44
绿盟科技,300369,2014-01-29 00:00:00,41,12.68,2.0277946894,2115,-2.01
博腾股份,300363,2014-01-29 00:00:00,25.1,28.01,1.5542774357,2725,-0.57
跃岭股份,002725,2014-01-29 00:00:00,15.36,9.61,1.7673079835,2500,-0.52
小崧股份,002723,2014-01-29 00:00:00,13.38,11.55,2.0976889847,2335,-0.43
陕西煤业,601225,2014-01-28 00:00:00,4,16.4,4.8701694,100000,-0.97
溢多利,300381,2014-01-28 00:00:00,27.88,7.25,1.7343820412,1145,0.0
安硕信息,300380,2014-01-28 00:00:00,23.4,17.47,1.8755885096,1718,-2.24
东方通,300379,2014-01-28 00:00:00,22,18.98,1.0426269354,1285.8296,-1.25
物产金轮,002722,2014-01-28 00:00:00,7.18,14.1,2.0328477129,3360,-0.28
麦趣尔,002719,2014-01-28 00:00:00,25.38,12.02,2.2274801995,2290,-10.03
友邦吊顶,002718,2014-01-28 00:00:00,28.02,16.17,2.0953730644,1310,-2.0
金贵银业,002716,2014-01-28 00:00:00,14.35,2.95,2.5635882279,5719.2116,-0.67
牧原股份,002714,2014-01-28 00:00:00,24.07,43.5,2.5813443471,6050,1.09
鼎捷软件,300378,2014-01-27 00:00:00,20.77,28.76,2.5910297112,3000,-2.01
赢时胜,300377,2014-01-27 00:00:00,21.58,7.82,2.4213625365,1385,-1.76
易事特,300376,2014-01-27 00:00:00,18.4,6.39,1.6171779108,2239,-0.93
鹏翎股份,300375,2014-01-27 00:00:00,19.58,4.66,1.8910667467,2220,20.1
创意信息,300366,2014-01-27 00:00:00,18.11,11.57,1.0796660686,1428.75,-2.12
*ST金一,002721,2014-01-27 00:00:00,10.55,3.48,1.1976569605,4181.25,-1.14
ST贵人,603555,2014-01-24 00:00:00,10.6,1.66,2.28703467,8900,-1.19
扬杰科技,300373,2014-01-23 00:00:00,19.5,42.2,1.3830863976,2060,1.13
汇中股份,300371,2014-01-23 00:00:00,39.89,14.05,2.489626556,1200,-1.54
安控科技,300370,2014-01-23 00:00:00,35.51,2.99,2.10435276,1345,1.01
汇金股份,300368,2014-01-23 00:00:00,18.77,7.58,1.2868695132,1547.5,-2.94
恒华科技,300365,2014-01-23 00:00:00,43.21,6.9,2.0491058925,1208,-2.54
思美传媒,002712,2014-01-23 00:00:00,25.18,6.22,1.1472717101,2132.9878,-0.48
天赐材料,002709,2014-01-23 00:00:00,13.66,35.58,1.283706849,3010.5,1.14
众信旅游,002707,2014-01-23 00:00:00,23.15,8.42,1.0828294192,1457.5,4.73
应流股份,603308,2014-01-22 00:00:00,8.28,16.77,1.79066795,8001,-1.24
炬华科技,300360,2014-01-21 00:00:00,55.11,16.79,2.249093518,1988,-2.38
全通教育,300359,2014-01-21 00:00:00,30.31,6.09,1.6786947376,1630,-1.14
楚天科技,300358,2014-01-21 00:00:00,40,14.11,1.4025739473,1824.9813,-1.33
我武生物,300357,2014-01-21 00:00:00,20.05,39.7,0.5683531139,2525,5.81
光洋股份,002708,2014-01-21 00:00:00,11.88,6.57,1.8326071189,3320,0.61
良信股份,002706,2014-01-21 00:00:00,19.1,11.28,1.4257583029,2154,-1.05
新宝股份,002705,2014-01-21 00:00:00,10.5,17.7,1.0491368779,7600,1.2
纽威股份,603699,2014-01-17 00:00:00,17.66,15.3,1.77394863,8250,-1.16
浙江世宝,002703,2012-11-02 00:00:00,2.58,15.46,0.1347690559,1500,5.75
海欣食品,002702,2012-10-11 00:00:00,29,5.42,8.825432609,1770,-0.18
奥瑞金,002701,2012-10-11 00:00:00,21.6,4.63,6.4820296019,7667,-0.43
洛阳钼业,603993,2012-10-09 00:00:00,3,5.92,0.44696008,20000,-1.82
蒙草生态,300355,2012-09-27 00:00:00,11.8,3.66,0.2952717436,3436,-1.61
东土科技,300353,2012-09-27 00:00:00,20.75,10.99,0.7494634704,1340,-1.26
ST浩源,002700,2012-09-21 00:00:00,21.73,4.42,0.4240784381,1833.8,0.68
东华测试,300354,2012-09-20 00:00:00,20.31,39.75,0.4930679158,1109,-0.65
永贵电器,300351,2012-09-20 00:00:00,31,14.55,2.1526158511,2000,1.25
北信源,300352,2012-09-12 00:00:00,25,4.82,0.7078261922,1670,-0.82
*ST美盛,002699,2012-09-11 00:00:00,20.19,1.53,1.2923616158,2350,0.66
博实股份,002698,2012-09-11 00:00:00,12.8,17.6,0.8230869287,4100,-1.51
渤海轮渡,603167,2012-09-06 00:00:00,11,7.27,0.92286373,10100,0.83
红旗连锁,002697,2012-09-05 00:00:00,18.76,5.93,1.0335071889,5000,-2.31
百洋股份,002696,2012-09-05 00:00:00,23.9,6.46,1.8391276802,2200,0.47
煌上煌,002695,2012-09-05 00:00:00,30,11.57,2.9873764189,3098,-0.69
吉翔股份,603399,2012-08-24 00:00:00,7.8,11.12,0.59100048,6336,-1.16
华鹏飞,300350,2012-08-21 00:00:00,9.5,4.5,0.5179641608,2167,-0.22
龙宇股份,603003,2012-08-17 00:00:00,6.5,8.87,0.82638272,5050,-1.11
金卡智能,300349,2012-08-17 00:00:00,31,13.31,2.0043197864,1500,-1.26
长亮科技,300348,2012-08-17 00:00:00,20,9.91,0.9614084317,1300,-1.69
泰格医药,300347,2012-08-17 00:00:00,37.88,66.2,0.7243331338,1340,-0.38
顾地科技,002694,2012-08-16 00:00:00,13,7.49,2.2698991111,3600,-4.1
隆鑫通用,603766,2012-08-10 00:00:00,6.58,5.25,1.92631236,8000,-0.19
一拖股份,601038,2012-08-08 00:00:00,5.4,11.73,1.97073626,15000,-0.85
双成药业,002693,2012-08-08 00:00:00,20,6.17,1.1811298754,3000,-0.8
ST远程,002692,2012-08-08 00:00:00,15,3.73,8.2977579944,4535,0.27
南大光电,300346,2012-08-07 00:00:00,66,31.46,3.0899021329,1257,-1.75
华民股份,300345,2012-08-01 00:00:00,17.2,10.15,3.0087549396,2400,-3.79
立方数科,300344,2012-08-01 00:00:00,16.8,5.62,2.8291989577,2513,-1.23
联创股份,300343,2012-08-01 00:00:00,28.1,8.07,2.0658961858,1000,-1.82
和邦生物,603077,2012-07-31 00:00:00,17.5,2.59,15.52905264,10000,-2.26
冀凯股份,002691,2012-07-31 00:00:00,7.4,6.23,1.5138359196,5000,1.63
美亚光电,002690,2012-07-31 00:00:00,17,25.66,3.4014679764,5000,-1.08
天银机电,300342,2012-07-26 00:00:00,17,11.37,3.5391102189,2500,0.09
麦克奥迪,300341,2012-07-26 00:00:00,13,10.82,1.2049423592,2300,-0.82
科恒股份,300340,2012-07-26 00:00:00,48,13.23,1.5604352098,1250,-1.56
ST开元,300338,2012-07-26 00:00:00,27,5.26,3.1818230028,1500,0.38
润和软件,300339,2012-07-18 00:00:00,20.39,22.94,0.6790536133,1919,0.92
银邦股份,300337,2012-07-18 00:00:00,20,6.51,4.839799819,4680,0.62
喜临门,603008,2012-07-17 00:00:00,12.5,25.11,2.4704422,5250,-2.18
远大智能,002689,2012-07-17 00:00:00,8,4.26,1.3696385625,7750,0.0
金河生物,002688,2012-07-13 00:00:00,18,4.87,0.7358850141,2723,-0.61
乔治白,002687,2012-07-13 00:00:00,23,4.93,1.3381814459,2465,-0.4
迪森股份,300335,2012-07-10 00:00:00,13.95,5.42,1.1820018655,3488,0.18
中信重工,601608,2012-07-06 00:00:00,4.67,4.04,7.23088818,68500,-0.25
津膜科技,300334,2012-07-05 00:00:00,16.78,7.99,0.6591467092,2900,-1.96
亿利达,002686,2012-07-03 00:00:00,16,6.67,2.1896476959,2267,0.15
兆日科技,300333,2012-06-28 00:00:00,23,6.79,3.2927488965,2800,-2.02
天壕环境,300332,2012-06-28 00:00:00,8.18,10.59,0.838848031,8000,-0.09
苏大维格,300331,2012-06-28 00:00:00,20,22.84,1.9211407307,1550,-0.87
海伦钢琴,300329,2012-06-19 00:00:00,21,7.37,1.2729330991,1677,0.96
宜安科技,300328,2012-06-19 00:00:00,12.8,6.45,0.9775290509,2800,0.16
中颖电子,300327,2012-06-13 00:00:00,12.5,27.96,0.7068629768,3200,-3.75
凯利泰,300326,2012-06-13 00:00:00,29.09,6.6,0.5637716846,1300,-0.6
百隆东方,601339,2012-06-12 00:00:00,13.6,5.75,6.32964807,15000,1.77
华东重机,002685,2012-06-12 00:00:00,9.99,3.8,1.2627312625,5000,0.26
广东宏大,002683,2012-06-12 00:00:00,14.46,26.39,0.846118709,5476,-0.19
龙洲股份,002682,2012-06-12 00:00:00,10.6,4.22,1.5720622087,4000,0.48
中国汽研,601965,2012-06-11 00:00:00,8.2,23.25,1.3020986,19200,2.2
旋极信息,300324,2012-06-08 00:00:00,27,2.94,2.2827806131,1400,0.0
硕贝德,300322,2012-06-08 00:00:00,14.3,7.65,1.1076168517,2334.5,0.0
奋达科技,002681,2012-06-05 00:00:00,12.48,4.89,0.6125650034,3750,-0.81
福建金森,002679,2012-06-05 00:00:00,12,13.28,0.5783521335,3468,-4.6
华灿光电,300323,2012-06-01 00:00:00,20,6.87,2.0593129191,5000,-1.58
海达股份,300320,2012-06-01 00:00:00,19.8,7.71,1.0797466311,1667,-1.53
珠江钢琴,002678,2012-05-30 00:00:00,13.5,5.82,0.6730117385,4800,-0.51
华贸物流,603128,2012-05-29 00:00:00,6.66,9.2,0.50384192,10000,-1.18
浙江美大,002677,2012-05-25 00:00:00,9.6,10.88,0.6884334912,5000,-0.55
顺威股份,002676,2012-05-25 00:00:00,15.8,4.21,1.2594472601,4000,-0.71
东诚药业,002675,2012-05-25 00:00:00,26,15.29,1.2965501818,2700,1.06
同大股份,300321,2012-05-23 00:00:00,23,17.18,1.1220429755,1110,0.0
麦捷科技,300319,2012-05-23 00:00:00,15.3,8.67,0.8622346463,1334,-1.37
博晖创新,300318,2012-05-23 00:00:00,15,5.51,0.5408763331,2560,0.55
日出东方,603366,2012-05-21 00:00:00,21.5,6.13,1.60748832,10000,-0.81
宏昌电子,603002,2012-05-18 00:00:00,3.6,5.52,0.35479555,10000,-0.72
珈伟新能,300317,2012-05-11 00:00:00,11,5.44,0.697744193,3500,-0.91
晶盛机电,300316,2012-05-11 00:00:00,33,61.08,8.7481052585,3335,-3.05
掌趣科技,300315,2012-05-11 00:00:00,16,5.41,0.8261420553,4091.5,-1.99
戴维医疗,300314,2012-05-08 00:00:00,20,18.78,1.3406005052,2000,0.48
尚纬股份,603333,2012-05-07 00:00:00,9.3,4.9,1.84802062,8667,0.2
兴业科技,002674,2012-05-07 00:00:00,12,12.7,2.1420328427,6000,-2.53
翠微股份,603123,2012-05-03 00:00:00,9,10.41,0.91056197,7700,-3.79
西部证券,002673,2012-05-03 00:00:00,8.7,6.76,1.2719487173,20000,-1.17
人民网,603000,2012-04-27 00:00:00,20,29.95,1.5039154,6910.5691,4.76
ST奥康,603001,2012-04-26 00:00:00,25.5,5.67,15.31596264,8100,0.0
东江环保,002672,2012-04-26 00:00:00,43,6.16,7.8225685013,2500,-0.48
龙泉股份,002671,2012-04-26 00:00:00,21,5.05,3.3216000562,2360,10.02
*ST天山,300313,2012-04-25 00:00:00,13,5.21,0.9127336875,2273,-2.62
任子行,300311,2012-04-25 00:00:00,15,5.89,0.666760214,1770,-0.67
宜通世纪,300310,2012-04-25 00:00:00,17,4.15,0.9959054705,2200,-1.43
怡球资源,601388,2012-04-23 00:00:00,13,3.01,1.69145691,10500,0.0
国盛金控,002670,2012-04-16 00:00:00,7.3,8.91,0.5080952272,5000,-2.62
康达新材,002669,2012-04-16 00:00:00,12,14.01,0.500489604,2500,1.97
奥马电器,002668,2012-04-16 00:00:00,11,7.9,0.7320330127,4135,-1.86
隆基绿能,601012,2012-04-11 00:00:00,21,28.65,2.08633606,7500,-2.19
中际旭创,300308,2012-04-10 00:00:00,20,127.9,0.3757311886,1667,-0.88
慈星股份,300307,2012-03-29 00:00:00,35,8.86,1.4411345081,6100,-4.83
远方信息,300306,2012-03-29 00:00:00,45,11.44,1.7288463048,1500,-1.21
裕兴股份,300305,2012-03-29 00:00:00,42,10.93,0.9447791357,2000,-0.91
威领股份,002667,2012-03-29 00:00:00,25,14.73,0.6380885869,1700,-2.19
德联集团,002666,2012-03-27 00:00:00,17,5.41,0.486484843,4000,4.84
首航高科,002665,2012-03-27 00:00:00,30.86,3.19,1.0380442238,3335,-0.62
云意电气,300304,2012-03-21 00:00:00,22,5.57,0.8886525073,2500,4.9
同有科技,300302,2012-03-21 00:00:00,21,14.46,0.4057670316,1500,-1.3
*ST长方,300301,2012-03-21 00:00:00,20,1.68,0.5576085088,2700,-1.18
聚飞光电,300303,2012-03-19 00:00:00,25,5.38,0.4273524245,2046,-1.65
海峡创新,300300,2012-03-19 00:00:00,18,4.2,0.7940912393,2200,-0.24
富春股份,300299,2012-03-19 00:00:00,16,6.75,0.319964228,1700,-1.75
三诺生物,300298,2012-03-19 00:00:00,29,24.53,1.3991534327,2200,2.34
信质集团,002664,2012-03-16 00:00:00,16,13.77,0.8941354047,3334,0.29
普邦股份,002663,2012-03-16 00:00:00,30,2.07,1.3235048254,4368,0.0
克明食品,002661,2012-03-16 00:00:00,21,10.42,1.1269474108,2077,-0.57
茂硕电源,002660,2012-03-16 00:00:00,18.5,9.19,1.0785456564,2428,-0.97
蓝盾退,300297,2012-03-15 00:00:00,16,0.22,0.5434681406,2450,4.76
利亚德,300296,2012-03-15 00:00:00,16,6.36,0.9702998493,2500,-1.24
三六五网,300295,2012-03-15 00:00:00,34,13.43,1.0442773601,1335,-2.4
中国交建,601800,2012-03-09 00:00:00,5.4,10.96,1.28080625,134973.5425,-0.45
京威股份,002662,2012-03-09 00:00:00,20,3.63,1.3197661374,7500,10.0
凯文教育,002659,2012-03-09 00:00:00,10.1,4.67,0.477286297,3900,-1.06
雪迪龙,002658,2012-03-09 00:00:00,20.51,8.25,1.09053429,3438,-0.12
博雅生物,300294,2012-03-08 00:00:00,25,33.57,0.5214356977,1902.0311,-0.71
蓝英装备,300293,2012-03-08 00:00:00,24.8,10.3,0.4777352483,1500,-0.96
吴通控股,300292,2012-02-29 00:00:00,12,3.63,0.2993498635,1670,-1.36
中科金财,002657,2012-02-28 00:00:00,22,15.66,0.3614079277,1745,-0.89
ST摩登,002656,2012-02-28 00:00:00,27.8,2.13,1.4409580065,2500,-1.84
吉视传媒,601929,2012-02-23 00:00:00,7,1.97,2.33011244,28000,-0.51
环旭电子,601231,2012-02-20 00:00:00,7.6,14.97,1.46358874,10680,-2.73
共达电声,002655,2012-02-17 00:00:00,11,13.3,0.7932199525,3000,-2.28
万润科技,002654,2012-02-17 00:00:00,12,10.5,0.5398807784,2200,2.64
东风股份,601515,2012-02-16 00:00:00,13.2,4.43,1.94385133,5600,-0.45
荣科科技,300290,2012-02-16 00:00:00,11.11,4.54,0.7136379569,1700,-1.52
利德曼,300289,2012-02-16 00:00:00,13,5.79,2.288771942,3840,-0.34
朗玛信息,300288,2012-02-16 00:00:00,22.44,17.14,2.2951763828,1340,-3.33
百纳千成,300291,2012-02-09 00:00:00,45,6.52,4.6103044146,1500,-4.54
飞利信,300287,2012-02-01 00:00:00,15,4.07,1.5354910944,2100,2.01
扬子新材,002652,2012-01-19 00:00:00,10.1,2.85,0.4562064257,2668,-1.38
海思科,002653,2012-01-17 00:00:00,20,23.06,3.1407680499,4010,-0.82
安科瑞,300286,2012-01-13 00:00:00,30,31.53,1.137149318,867,1.22
国瓷材料,300285,2012-01-13 00:00:00,26,29.8,1.625842559,1560,-1.13
苏交科,300284,2012-01-10 00:00:00,13.3,6.57,1.1455278592,6000,-0.3
温州宏丰,300283,2012-01-10 00:00:00,20,6.02,2.3140269769,1771,0.33
利君股份,002651,2012-01-06 00:00:00,25,7.64,1.48834155,4100,-0.78
加加食品,002650,2012-01-06 00:00:00,30,4.14,3.7034186605,4000,0.49
博彦科技,002649,2012-01-06 00:00:00,22,13.0,0.6995214399,2500,-1.89
*ST三盛,300282,2011-12-29 00:00:00,17.2,2.96,0.4533566854,1151,-0.34
金明精机,300281,2011-12-29 00:00:00,25,5.55,1.4545860066,1500,-0.36
紫天科技,300280,2011-12-29 00:00:00,11,35.59,0.5546027533,3200,-1.0
和晶科技,300279,2011-12-29 00:00:00,15.6,5.5,0.5270525535,1550,-1.43
卫星化学,002648,2011-12-28 00:00:00,40,16.1,2.7688971171,5000,0.81
仁东控股,002647,2011-12-28 00:00:00,12.8,5.66,0.7732938191,4223,-1.74
天佑德酒,002646,2011-12-22 00:00:00,16,14.27,0.656550096,6000,0.42
佛慈制药,002644,2011-12-22 00:00:00,16,11.31,0.482519831,2020,-2.58
华宏科技,002645,2011-12-20 00:00:00,27,10.85,0.9923631827,1667,-1.45
万润股份,002643,2011-12-20 00:00:00,25,18.77,0.9458085227,3446,1.84
荣联科技,002642,2011-12-20 00:00:00,25,6.49,0.8665766582,2500,-1.07
新华保险,601336,2011-12-16 00:00:00,23.25,42.26,2.22440358,15854,1.05
华昌达,300278,2011-12-16 00:00:00,16.56,4.1,0.433907716,2170,1.23
东吴证券,601555,2011-12-12 00:00:00,6.5,8.3,0.91745167,50000,0.73
公元股份,002641,2011-12-08 00:00:00,18,5.86,0.5761987978,5000,-0.17
跨境通,002640,2011-12-08 00:00:00,25.8,3.72,0.7084059224,1667,-2.36
雪人股份,002639,2011-12-05 00:00:00,19.8,7.97,1.0587081808,4000,0.25
棒杰股份,002634,2011-12-05 00:00:00,18.1,8.19,0.2107001558,1670,-0.73
凤凰传媒,601928,2011-11-30 00:00:00,8.8,10.93,0.95287323,50900,-0.91
勤上股份,002638,2011-11-25 00:00:00,24,3.25,1.1786620561,4683.5,-0.61
赞宇科技,002637,2011-11-25 00:00:00,36,11.3,0.9791622043,2000,-0.18
金安国纪,002636,2011-11-25 00:00:00,11.2,9.39,0.5258464567,7000,-1.78
安洁科技,002635,2011-11-25 00:00:00,23,13.33,1.0333407389,3000,-1.19
海联讯,300277,2011-11-23 00:00:00,23,7.7,0.438328473,1700,-1.79
申科股份,002633,2011-11-22 00:00:00,14,10.67,0.2088157303,2500,0.66
道明光学,002632,2011-11-22 00:00:00,23,6.95,0.4077131304,2667,-0.43
三丰智能,300276,2011-11-15 00:00:00,25.5,3.69,0.3429866448,1500,-1.34
德尔未来,002631,2011-11-11 00:00:00,22,5.61,0.7725303653,4000,-0.88
华西能源,002630,2011-11-11 00:00:00,17,2.63,0.4850782495,4200,1.54
ST八菱,002592,2011-11-11 00:00:00,17.11,5.03,0.3139397111,1890,0.8
玉龙股份,601028,2011-11-07 00:00:00,10.8,10.99,1.10854909,7950,-2.31
仁智股份,002629,2011-11-03 00:00:00,15,4.02,0.4518931978,2861,1.26
成都路桥,002628,2011-11-03 00:00:00,20,3.46,2.3099458114,4200,-0.57
三峡旅游,002627,2011-11-03 00:00:00,13,5.58,0.6314207154,3350,0.0
光启技术,002625,2011-11-03 00:00:00,11.18,14.73,0.368582693,1933.8,-0.54
梅安森,300275,2011-11-02 00:00:00,26,15.89,0.8224431242,1467,-0.06
阳光电源,300274,2011-11-02 00:00:00,30.5,108.9,4.3453169026,4480,-0.44
开能健康,300272,2011-11-02 00:00:00,11.5,5.59,0.3978368525,2750,-0.18
恒立液压,601100,2011-10-28 00:00:00,23,66.7,7.22342039,10500,0.53
金达威,002626,2011-10-28 00:00:00,35,19.13,1.0663612855,2300,-0.52
完美世界,002624,2011-10-28 00:00:00,11.2,14.36,0.3084642038,2500,-1.85
华宇软件,300271,2011-10-26 00:00:00,30.8,9.64,1.3285991215,1850,-0.92
中国电建,601669,2011-10-18 00:00:00,4.5,5.78,9.69528056,300000,-0.17
皓宸医疗,002622,2011-10-18 00:00:00,20,3.29,1.3803562591,3800,-0.6
亚玛顿,002623,2011-10-13 00:00:00,38,26.88,2.8857647479,4000,-1.36
中威电子,300270,2011-10-12 00:00:00,35,7.73,0.8607583496,1000,-0.51
联建光电,300269,2011-10-12 00:00:00,20,3.42,0.5821678831,1840,-1.44
丰林集团,601996,2011-09-29 00:00:00,14,2.6,0.87954408,5862,-1.14
美吉姆,002621,2011-09-29 00:00:00,24,3.81,0.9372077806,2500,-1.55
瑞和股份,002620,2011-09-29 00:00:00,30,5.63,2.4228896442,2000,-0.18
长城汽车,601633,2011-09-28 00:00:00,13,25.97,7.52183473,30424.3,-0.5
*ST佳沃,300268,2011-09-27 00:00:00,25,18.05,0.3357532253,1700,-2.06
尔康制药,300267,2011-09-27 00:00:00,17.97,3.27,0.4629136945,4600,0.0
兴源环境,300266,2011-09-27 00:00:00,26,3.08,1.1348949285,1400,-1.91
露笑科技,002617,2011-09-20 00:00:00,18,7.28,0.3826623654,3000,-1.49
长青集团,002616,2011-09-20 00:00:00,17.8,5.87,0.5668349799,3700,-0.34
