股票简称,股票代码,上市日期,发行价,最新价,发行中签率,总发行数,首日涨幅
凯盛新材,301069,2021-09-27 00:00:00,5.17,24.96,0.0193608736,6000,-0.48
力量钻石,301071,2021-09-24 00:00:00,20.62,39.0,0.0101996086,1509.2995,-1.32
海锅股份,301063,2021-09-24 00:00:00,17.4,26.39,0.0133348687,2106,-1.01
开勒股份,301070,2021-09-23 00:00:00,27.55,41.64,0.0104990286,1618,-0.14
显盈科技,301067,2021-09-22 00:00:00,47.58,21.56,0.0096319256,1351,-1.55
万事利,301066,2021-09-22 00:00:00,5.24,16.35,0.0145950718,3363.432,-0.73
纽威数控,688697,2021-09-17 00:00:00,7.55,23.25,0.02814076,8166.67,-0.64
上海港湾,605598,2021-09-17 00:00:00,13.87,48.39,0.02502379,4319.3467,1.0
卓锦股份,688701,2021-09-16 00:00:00,7.48,9.31,0.02371932,3356.9343,-1.38
美邦股份,605033,2021-09-16 00:00:00,12.69,19.22,0.02265551,3380,-0.47
中兰环保,300854,2021-09-16 00:00:00,9.96,17.53,0.0136714374,2480,-2.12
维远股份,600955,2021-09-15 00:00:00,29.56,19.79,0.05060326,13750,-0.85
振华新材,688707,2021-09-14 00:00:00,11.75,30.14,0.02931361,11073.3703,-1.6
本立科技,301065,2021-09-14 00:00:00,42.5,21.73,0.0108410898,1768,-2.47
上海艾录,301062,2021-09-14 00:00:00,3.31,10.6,0.0184211439,4850,-1.85
禾信仪器,688622,2021-09-13 00:00:00,17.7,31.4,0.02548948,1750,0.96
匠心家居,301061,2021-09-13 00:00:00,72.69,39.53,0.0113506677,2000,-1.64
兰卫医学,301060,2021-09-13 00:00:00,4.17,16.44,0.017492291,4806.2,-1.67
金三江,301059,2021-09-13 00:00:00,8.09,13.83,0.0151203643,3043,-1.14
国力股份,688103,2021-09-10 00:00:00,12.04,60.73,0.02413321,2389,-2.36
上海谊众,688091,2021-09-09 00:00:00,38.1,71.23,0.02597431,2645,-2.85
菜百股份,605599,2021-09-09 00:00:00,10,14.12,0.03830536,7777.78,-0.7
中粮科工,301058,2021-09-09 00:00:00,3.55,14.09,0.0231387265,10196,-1.12
汇隆新材,301057,2021-09-09 00:00:00,8.03,17.78,0.014961242,2730,-1.22
博拓生物,688767,2021-09-08 00:00:00,34.55,28.42,0.02440217,2666.6667,-1.49
中铁特货,001213,2021-09-08 00:00:00,3.96,4.5,0.101859536,44444.4444,0.0
时代电气,688187,2021-09-07 00:00:00,31.38,42.78,0.03693676,24076.0275,-0.23
森赫股份,301056,2021-09-07 00:00:00,3.93,9.8,0.0196517379,6669.6667,1.77
卓然股份,688121,2021-09-06 00:00:00,18.16,30.3,0.02631041,5066.6667,-3.23
张小泉,301055,2021-09-06 00:00:00,6.9,14.87,0.0160762156,3900,-0.67
千味央厨,001215,2021-09-06 00:00:00,15.71,69.09,0.016876484,2128,1.39
宏微科技,688711,2021-09-01 00:00:00,27.51,57.77,0.02422285,2462.3334,-1.73
远信工业,301053,2021-09-01 00:00:00,11.87,24.64,0.0135202797,2044,-0.16
国光电气,688776,2021-08-31 00:00:00,51.44,78.99,0.02629442,1935.4932,-1.25
果麦文化,301052,2021-08-30 00:00:00,8.11,43.52,0.0139008832,1801,-0.73
信濠光电,301051,2021-08-27 00:00:00,98.8,59.3,0.0117627806,2000,-0.29
悦安新材,688786,2021-08-26 00:00:00,11.76,46.29,0.02503943,2136.02,-2.4
龙版传媒,605577,2021-08-24 00:00:00,5.99,11.04,0.02995208,4444.4445,-2.3
雷电微力,301050,2021-08-24 00:00:00,60.64,62.72,0.0138849132,2420,-0.44
超越科技,301049,2021-08-24 00:00:00,19.34,25.99,0.0142905376,2356.3334,-1.74
普冉股份,688766,2021-08-23 00:00:00,148.9,111.9,0.02627358,905.718,-2.53
中旗新材,001212,2021-08-23 00:00:00,31.67,26.52,0.0171223732,2267,-1.34
中国电信,601728,2021-08-20 00:00:00,4.53,5.62,0.95629301,1039613.5267,-1.58
恒盛能源,605580,2021-08-19 00:00:00,8.38,11.83,0.02576255,5000,-1.83
沪农商行,601825,2021-08-19 00:00:00,8.9,5.73,0.21038263,96444.4445,0.17
格科微,688728,2021-08-18 00:00:00,14.38,15.87,0.03699237,24988.8718,-1.31
金鹰重工,301048,2021-08-18 00:00:00,4.13,11.85,0.0220006122,13333.34,0.68
壹石通,688733,2021-08-17 00:00:00,15.49,33.05,0.02612625,4554.1085,-2.74
能辉科技,301046,2021-08-17 00:00:00,8.34,30.1,0.0161315544,3737,-1.7
艾为电子,688798,2021-08-16 00:00:00,76.58,67.15,0.02489742,4180,-4.34
正和生态,605069,2021-08-16 00:00:00,15.13,10.28,0.02532289,4071.1111,-0.39
义翘神州,301047,2021-08-16 00:00:00,292.92,89.09,0.0107201435,1700,-1.56
海天瑞声,688787,2021-08-13 00:00:00,36.94,85.0,0.0242314,1070,0.2
天禄科技,301045,2021-08-13 00:00:00,15.81,26.57,0.0147403751,2579,-1.67
山水比德,300844,2021-08-13 00:00:00,80.23,59.01,0.0090382503,1010,13.81
冠石科技,605588,2021-08-12 00:00:00,27.42,40.65,0.01202462,1827.5,-1.93
久祺股份,300994,2021-08-12 00:00:00,11.9,15.7,0.017728275,4856,-2.18
中富电路,300814,2021-08-12 00:00:00,8.4,30.54,0.0167293464,4396,-1.61
长远锂科,688779,2021-08-11 00:00:00,5.65,10.87,0.05433847,48230.1568,-1.0
绿岛风,301043,2021-08-11 00:00:00,26.75,31.28,0.011119806,1700,-1.94
金百泽,301041,2021-08-11 00:00:00,7.31,28.95,0.0148051258,2668,-1.96
圣泉集团,605589,2021-08-10 00:00:00,24.01,23.56,0.04039114,8106,-3.13
芳源股份,688148,2021-08-06 00:00:00,4.58,10.77,0.03201561,8000,-2.36
厦钨新能,688778,2021-08-05 00:00:00,24.5,44.85,0.02757568,6289.3067,-1.41
安联锐视,301042,2021-08-05 00:00:00,41.91,33.21,0.0113487906,1720,-0.9
本川智能,300964,2021-08-05 00:00:00,32.12,44.38,0.0118186741,1932.46,-1.36
双枪科技,001211,2021-08-05 00:00:00,26.4,22.51,0.0102714086,1800,-0.71
复旦微电,688385,2021-08-04 00:00:00,6.23,55.04,0.0320926,12000,0.0
深水规院,301038,2021-08-04 00:00:00,6.68,20.35,0.0157994046,3300,-9.76
倍杰特,300774,2021-08-04 00:00:00,4.57,12.32,0.0181773562,4087.6366,-1.44
中环海陆,301040,2021-08-03 00:00:00,13.57,20.43,0.0145851593,2500,0.54
金迪克,688670,2021-08-02 00:00:00,55.18,33.22,0.0250352,2200,2.59
国邦医药,605507,2021-08-02 00:00:00,32.57,22.16,0.040537,8382.35,-0.31
天微电子,688511,2021-07-30 00:00:00,28.09,31.61,0.02437301,2000,-1.5
正元地信,688509,2021-07-30 00:00:00,1.97,4.7,0.03761132,17000,-0.63
保立佳,301037,2021-07-30 00:00:00,14.82,19.15,0.0147368211,2252.5,0.31
华依科技,688071,2021-07-29 00:00:00,13.73,53.0,0.02428526,1821.12,2.42
双乐股份,301036,2021-07-29 00:00:00,23.38,19.63,0.0144862197,2500,-0.2
金房能源,001210,2021-07-29 00:00:00,28.01,23.33,0.0178288339,2269,-3.44
唯赛勃,688718,2021-07-28 00:00:00,5.85,17.84,0.02612515,4343.86,-1.76
润丰股份,301035,2021-07-28 00:00:00,22.04,79.9,0.0198759048,6905,-2.7
霍普股份,301024,2021-07-28 00:00:00,48.52,39.16,0.0096289367,1060,3.08
和达科技,688296,2021-07-27 00:00:00,12.46,17.7,0.02563218,2684.829,-3.49
容知日新,688768,2021-07-26 00:00:00,18.23,58.3,0.02747879,1372,-3.41
利柏特,605167,2021-07-26 00:00:00,4.84,10.0,0.04821034,11226.8882,-0.1
迈普医学,301033,2021-07-26 00:00:00,15.14,40.83,0.0135484853,1651.5766,-1.02
浙版传媒,601921,2021-07-23 00:00:00,10.28,8.19,0.07009779,22222.2223,-0.97
怡合达,301029,2021-07-23 00:00:00,14.14,38.58,0.017717023,4001,-1.58
洪兴股份,001209,2021-07-23 00:00:00,29.88,16.82,0.0185336139,2348.65,-2.15
瑞可达,688800,2021-07-22 00:00:00,15.02,51.73,0.02555017,2700,0.72
大全能源,688303,2021-07-22 00:00:00,21.49,40.3,0.04121589,30000,-0.49
新柴股份,301032,2021-07-22 00:00:00,4.97,9.15,0.0188628763,6028.34,-0.97
仕净科技,301030,2021-07-22 00:00:00,6.1,56.4,0.0149444525,3333.3334,-3.47
立达信,605365,2021-07-20 00:00:00,16.97,15.24,0.03266873,5000,-1.42
咸亨国际,605056,2021-07-20 00:00:00,13.65,12.96,0.03045574,4001,-0.61
东亚机械,301028,2021-07-20 00:00:00,5.31,10.72,0.0234833886,9500,-0.92
读客文化,301025,2021-07-19 00:00:00,1.55,11.5,0.0191779617,4001,-3.2
青达环保,688501,2021-07-16 00:00:00,10.57,20.0,0.02581521,2367,-1.14
浩通科技,301026,2021-07-16 00:00:00,18.03,35.33,0.0151044119,2833.3334,-1.01
倍轻松,688793,2021-07-15 00:00:00,27.4,38.46,0.02687134,1541,-0.1
中熔电气,301031,2021-07-15 00:00:00,26.78,125.65,0.0111825756,1657,0.04
华蓝集团,301027,2021-07-15 00:00:00,11.45,14.23,0.0167769044,3680,2.67
华纳药厂,688799,2021-07-13 00:00:00,30.82,42.77,0.02687786,2350,1.06
中科通达,688038,2021-07-13 00:00:00,8.6,14.12,0.02664751,2909.34,-1.81
世茂能源,605028,2021-07-12 00:00:00,14.18,19.44,0.02479036,4000,-3.04
科德数控,688305,2021-07-09 00:00:00,11.03,85.63,0.02556569,2268,-0.78
英科再生,688087,2021-07-09 00:00:00,21.96,22.22,0.02673963,3325.8134,-1.77
永和股份,605020,2021-07-09 00:00:00,6.93,30.23,0.03190497,6667,-3.02
宏华数科,688789,2021-07-08 00:00:00,30.28,86.28,0.02604027,1900,-6.25
中集车辆,301039,2021-07-08 00:00:00,6.96,13.21,0.0328203244,25260,-1.64
威腾电气,688226,2021-07-07 00:00:00,6.42,18.95,0.02683725,3900,0.37
新中港,605162,2021-07-07 00:00:00,6.07,9.47,0.04017258,8009.02,0.21
江南奕帆,301023,2021-07-07 00:00:00,58.31,42.16,0.00953426,933.35,-0.14
申菱环境,301018,2021-07-07 00:00:00,8.29,30.17,0.0184994035,6001,-2.99
德才股份,605287,2021-07-06 00:00:00,31.56,19.35,0.02100377,2500,-0.46
英诺激光,301021,2021-07-06 00:00:00,9.46,24.12,0.0159154129,3800,-3.48
密封科技,301020,2021-07-06 00:00:00,10.64,21.24,0.0165143155,3660,0.24
航宇科技,688239,2021-07-05 00:00:00,11.48,66.4,0.02664814,3500,-3.36
漱玉平民,301017,2021-07-05 00:00:00,8.86,19.36,0.0180920102,4054,0.26
海泰科,301022,2021-07-02 00:00:00,32.29,26.47,0.0111088161,1600,1.93
利元亨,688499,2021-07-01 00:00:00,38.85,50.94,0.02468419,2200,-2.32
威高骨科,688161,2021-06-30 00:00:00,36.22,43.67,0.02572421,4141.42,-2.09
杭州热电,605011,2021-06-30 00:00:00,6.17,30.09,0.03034852,4010,2.7
税友股份,603171,2021-06-30 00:00:00,13.33,37.6,0.03077369,4059,-0.32
雷尔伟,301016,2021-06-30 00:00:00,13.75,21.72,0.0151228322,3000,-0.41
百洋医药,301015,2021-06-30 00:00:00,7.64,25.88,0.0196086721,5260,-0.58
利和兴,301013,2021-06-29 00:00:00,8.72,12.72,0.0168259927,3895.7176,0.24
力芯微,688601,2021-06-28 00:00:00,36.48,41.53,0.02508873,1600,-4.07
工大高科,688367,2021-06-28 00:00:00,11.53,17.85,0.02571573,2169,-0.83
宁波色母,301019,2021-06-28 00:00:00,28.94,21.81,0.0122598096,2000,-0.64
百克生物,688276,2021-06-25 00:00:00,36.35,62.65,0.02898797,4128.407,-0.87
瑞丰银行,601528,2021-06-25 00:00:00,8.12,5.33,0.05768839,15093.5492,0.76
嘉益股份,301004,2021-06-25 00:00:00,7.81,35.78,0.0154747373,2500,-2.21
华菱线缆,001208,2021-06-24 00:00:00,3.67,9.65,0.0471111152,13360.6,2.01
纳微科技,688690,2021-06-23 00:00:00,8.07,37.8,0.03110874,4400,-2.07
气派科技,688216,2021-06-23 00:00:00,14.82,26.2,0.0262476,2657,-5.42
联科科技,001207,2021-06-23 00:00:00,14.27,16.14,0.0240850654,4550,-1.59
铁建重工,688425,2021-06-22 00:00:00,2.87,4.84,0.15009946,128518,-1.22
扬电科技,301012,2021-06-22 00:00:00,8.05,27.0,0.0152061819,2100,0.63
阳光诺和,688621,2021-06-21 00:00:00,26.89,56.77,0.02536642,2000,-2.0
金冠电气,688517,2021-06-18 00:00:00,7.71,18.83,0.02717552,3402.7296,0.11
齐鲁银行,601665,2021-06-18 00:00:00,5.36,3.97,0.12369526,45808.3334,0.76
晶雪节能,301010,2021-06-18 00:00:00,7.83,21.42,0.0152954324,2700,1.23
金沃股份,300984,2021-06-18 00:00:00,30.97,25.81,0.0103005153,1200,-0.42
煜邦电力,688597,2021-06-17 00:00:00,5.88,9.12,0.02733085,4411.83,-0.44
华立科技,301011,2021-06-17 00:00:00,14.2,21.16,0.0140578592,2170,-3.25
可靠股份,301009,2021-06-17 00:00:00,12.54,12.32,0.0207728023,6797,-1.6
科汇股份,688681,2021-06-16 00:00:00,9.56,15.06,0.02655983,2617,-0.99
爱威科技,688067,2021-06-16 00:00:00,14.71,22.35,0.02670923,1700,-1.02
德迈仕,301007,2021-06-16 00:00:00,5.29,16.95,0.0177337377,3834,5.41
东威科技,688700,2021-06-15 00:00:00,9.41,62.93,0.02802066,3680,-3.23
绿田机械,605259,2021-06-15 00:00:00,27.1,26.2,0.02230875,2200,-1.39
爱玛科技,603529,2021-06-15 00:00:00,27.86,32.77,0.03833534,6500,-1.89
博力威,688345,2021-06-11 00:00:00,25.91,36.21,0.02749456,2500,0.44
宏昌科技,301008,2021-06-11 00:00:00,37.6,31.52,0.0118924222,1666.6667,8.95
三峡能源,600905,2021-06-10 00:00:00,2.65,5.3,1.28314731,857100,-0.75
凯立新材,688269,2021-06-09 00:00:00,18.94,61.16,0.02667768,2336,-0.89
东航物流,601156,2021-06-09 00:00:00,15.77,13.12,0.06252466,15875.5556,0.92
欧林生物,688319,2021-06-08 00:00:00,9.88,19.54,0.0308837,4053,-0.05
皓元医药,688131,2021-06-08 00:00:00,64.99,56.55,0.0268165,1860,-4.73
呈和科技,688625,2021-06-07 00:00:00,16.48,40.85,0.02660319,3333.34,-1.66
无锡振华,605319,2021-06-07 00:00:00,11.22,16.94,0.02917187,5000,1.8
迈拓股份,301006,2021-06-07 00:00:00,14.42,21.31,0.0171454291,3482,-1.84
崧盛股份,301002,2021-06-07 00:00:00,18.71,20.88,0.0156051328,2363,0.14
圣诺生物,688117,2021-06-03 00:00:00,17.9,25.38,0.02649039,2000,0.59
普联软件,300996,2021-06-03 00:00:00,20.81,26.0,0.0153085449,2210,-3.02
宁波方正,300998,2021-06-02 00:00:00,6.02,31.31,0.016054223,2660,0.93
欢乐家,300997,2021-06-02 00:00:00,4.94,14.08,0.0241815026,9000,-0.85
超捷股份,301005,2021-06-01 00:00:00,36.45,27.88,0.0115039009,1428.1726,1.38
江苏博云,301003,2021-06-01 00:00:00,55.88,24.16,0.0117162834,1456.6667,-0.66
爱慕股份,603511,2021-05-31 00:00:00,20.99,16.64,0.03249749,4001,-0.89
和辉光电-U,688538,2021-05-28 00:00:00,2.65,2.66,0.30314621,268144.4225,0.38
神农集团,605296,2021-05-28 00:00:00,56.08,23.2,0.03192043,4003,0.52
富春染织,605189,2021-05-28 00:00:00,19.95,16.27,0.02485266,3120,-1.39
凯淳股份,301001,2021-05-28 00:00:00,25.54,26.88,0.0127768806,2000,-3.59
肇民科技,301000,2021-05-28 00:00:00,64.31,17.72,0.011098654,1333.35,2.31
东鹏饮料,605499,2021-05-27 00:00:00,46.27,182.5,0.03190046,4001,-0.75
海程邦达,603836,2021-05-26 00:00:00,16.84,15.26,0.03026398,5131,-0.13
奇德新材,300995,2021-05-26 00:00:00,14.72,23.14,0.0161220718,2104,6.49
九丰能源,605090,2021-05-25 00:00:00,34.57,22.81,0.04567038,8296.9866,-1.34
浙江新能,600032,2021-05-25 00:00:00,3.51,11.35,0.07519677,20800,-0.61
泰福泵业,300992,2021-05-25 00:00:00,9.36,20.63,0.0162208093,2270,-0.43
百川畅银,300614,2021-05-25 00:00:00,9.19,25.15,0.0183375372,4011,-0.24
玉马遮阳,300993,2021-05-24 00:00:00,12.1,10.81,0.0172994848,3292,-3.31
奥精医疗,688613,2021-05-21 00:00:00,16.43,24.43,0.02806245,3333.3334,-1.05
三孚新科,688359,2021-05-21 00:00:00,11.03,60.9,0.02749653,2304.6377,-0.25
诺泰生物,688076,2021-05-20 00:00:00,15.57,32.4,0.02931805,5329.595,-1.28
创益通,300991,2021-05-20 00:00:00,13.06,15.27,0.0159955231,2250,-2.3
电气风电,688660,2021-05-19 00:00:00,5.44,5.54,0.06307997,53333.34,0.18
康拓医疗,688314,2021-05-18 00:00:00,17.34,34.28,0.02731088,1451,-1.21
南侨食品,605339,2021-05-18 00:00:00,16.98,20.43,0.03916988,6352.9412,0.0
依依股份,001206,2021-05-18 00:00:00,44.6,15.11,0.0200549142,2358.34,-0.85
亚辉龙,688575,2021-05-17 00:00:00,14.8,18.24,0.03214514,4100,-2.51
睿昂基因,688217,2021-05-17 00:00:00,18.42,38.96,0.0268352,1390,-0.71
迈信林,688685,2021-05-13 00:00:00,9.02,19.58,0.02751732,2796.6667,-0.76
力源科技,688565,2021-05-13 00:00:00,9.39,8.68,0.02784895,2675,3.09
福莱新材,605488,2021-05-13 00:00:00,20.43,15.95,0.0247603,3000,1.92
盛航股份,001205,2021-05-13 00:00:00,16.52,21.3,0.021205435,3006.6667,-1.3
明志科技,688355,2021-05-12 00:00:00,17.65,25.88,0.02844206,3077,-0.73
博众精工,688097,2021-05-12 00:00:00,11.27,26.1,0.03272805,4100,-3.23
同飞股份,300990,2021-05-12 00:00:00,85.5,46.0,0.0106627621,1300,-0.39
津荣天宇,300988,2021-05-12 00:00:00,23.73,20.92,0.0125479319,1847.68,2.6
迅捷兴,688655,2021-05-11 00:00:00,7.59,15.4,0.02759478,3339,-1.03
华通线缆,605196,2021-05-11 00:00:00,5.05,8.21,0.04253911,7600,0.24
川网传媒,300987,2021-05-11 00:00:00,6.79,18.4,0.0158992239,3336,-1.08
大中矿业,001203,2021-05-10 00:00:00,8.98,11.08,0.0689398708,21894,0.09
财达证券,600906,2021-05-07 00:00:00,3.76,7.47,0.13805292,50000,-1.19
蕾奥规划,300989,2021-05-07 00:00:00,51.62,26.86,0.0113984474,1500,-12.37
联测科技,688113,2021-05-06 00:00:00,19.14,46.1,0.02641799,1600,-0.86
中际联合,605305,2021-05-06 00:00:00,37.94,31.21,0.02348301,2750,-0.61
浙江自然,605080,2021-05-06 00:00:00,31.16,33.14,0.02361967,2528.09,1.19
佳禾食品,605300,2021-04-30 00:00:00,11.25,21.74,0.03239238,4001,0.14
华生科技,605180,2021-04-30 00:00:00,22.38,13.19,0.02351331,2500,-0.23
志特新材,300986,2021-04-30 00:00:00,14.79,18.91,0.0160074102,2926.6667,-2.32
正弦电气,688395,2021-04-29 00:00:00,15.95,25.4,0.02804337,2150,1.52
致远新能,300985,2021-04-29 00:00:00,24.9,24.1,0.0160944362,3333.34,-1.03
炬申股份,001202,2021-04-29 00:00:00,15.09,15.85,0.0210794246,3224.2,-0.88
新益昌,688383,2021-04-28 00:00:00,19.58,126.16,0.02732355,2553.36,-1.79
瑞华泰,688323,2021-04-28 00:00:00,5.97,22.84,0.02894481,4500,-0.52
东瑞股份,001201,2021-04-28 00:00:00,63.38,25.06,0.0224253525,3167,1.29
味知香,605089,2021-04-27 00:00:00,28.53,42.29,0.02383529,2500,2.75
苏文电能,300982,2021-04-27 00:00:00,15.83,46.84,0.0181236945,3507.9567,-2.01
中红医疗,300981,2021-04-27 00:00:00,48.59,15.31,0.0188909206,4167,-0.84
罗曼股份,605289,2021-04-26 00:00:00,27.27,34.57,0.02373593,2167,-3.65
华利集团,300979,2021-04-26 00:00:00,33.22,54.3,0.0247789878,11700,2.16
东箭科技,300978,2021-04-26 00:00:00,8.42,12.85,0.020017696,4250,3.71
华恒生物,688639,2021-04-22 00:00:00,23.16,89.5,0.02943849,2700,-1.65
信安世纪,688201,2021-04-21 00:00:00,26.78,25.69,0.0293239,2328.1939,-0.81
行动教育,605098,2021-04-21 00:00:00,27.58,40.19,0.02258407,2109,-1.86
百龙创园,605016,2021-04-21 00:00:00,14.62,23.03,0.02683564,3180,-0.73
祥源新材,300980,2021-04-21 00:00:00,32.77,19.89,0.0126843682,1797.4514,0.2
商络电子,300975,2021-04-21 00:00:00,5.48,7.75,0.0202054233,5040,-1.15
霍莱沃,688682,2021-04-20 00:00:00,45.72,54.84,0.03053456,925,-3.28
德业股份,605117,2021-04-20 00:00:00,32.74,127.91,0.02884032,4266.7,-0.47
尤安设计,300983,2021-04-20 00:00:00,120.8,36.25,0.0131738533,2000,-7.29
深圳瑞捷,300977,2021-04-20 00:00:00,89.66,21.1,0.0106327207,1120,-10.4
上声电子,688533,2021-04-19 00:00:00,7.72,47.82,0.02904191,4000,-1.32
达瑞电子,300976,2021-04-19 00:00:00,168,48.19,0.010879876,1305.3667,-1.61
万辰生物,300972,2021-04-19 00:00:00,7.19,36.9,0.0178077961,3837.5,-4.99
龙高股份,605086,2021-04-16 00:00:00,12.86,21.2,0.02639162,3200,-0.93
英利汽车,601279,2021-04-15 00:00:00,2.07,5.76,0.0657188,14942.5316,-0.35
立高食品,300973,2021-04-15 00:00:00,28.28,64.75,0.0176509673,4234,0.14
博亚精工,300971,2021-04-15 00:00:00,18.24,25.43,0.0165954719,2100,0.99
格林精密,300968,2021-04-15 00:00:00,6.87,8.44,0.0260799461,10338,-1.52
新风光,688663,2021-04-13 00:00:00,14.48,31.25,0.0298922,3499,-1.33
诺禾致源,688315,2021-04-13 00:00:00,12.76,25.74,0.03302555,4020,-1.64
晓鸣股份,300967,2021-04-13 00:00:00,4.54,15.69,0.0201053545,4700,-0.57
莱尔科技,688683,2021-04-12 00:00:00,9.51,20.56,0.02972955,3714,-0.63
杭州柯林,688611,2021-04-12 00:00:00,33.44,38.03,0.02981427,1397.5,-1.68
野马电池,605378,2021-04-12 00:00:00,17.62,23.53,0.02676234,3334,-1.67
华绿生物,300970,2021-04-12 00:00:00,44.77,22.14,0.0114380707,1459,-1.99
恒帅股份,300969,2021-04-12 00:00:00,20.68,75.76,0.0129223999,2000,0.41
科美诊断,688468,2021-04-09 00:00:00,7.15,9.66,0.03256474,4100,-2.03
共同药业,300966,2021-04-09 00:00:00,8.24,22.69,0.0165549323,2900,-0.83
中洲特材,300963,2021-04-09 00:00:00,12.13,13.45,0.0168401989,3000,0.15
中金辐照,300962,2021-04-09 00:00:00,3.4,16.92,0.022278387,6600.05,-6.31
智明达,688636,2021-04-08 00:00:00,34.5,44.32,0.0276993,1250,-1.97
智洋创新,688191,2021-04-08 00:00:00,11.38,16.8,0.02996159,3826.1512,-3.72
盛剑环境,603324,2021-04-07 00:00:00,19.87,33.63,0.02564262,3098.7004,-1.55
昀冢科技,688260,2021-04-06 00:00:00,9.63,15.96,0.02833178,3000,-1.54
华亚智能,003043,2021-04-06 00:00:00,19.81,51.01,0.0119582312,2000,
中农联合,003042,2021-04-06 00:00:00,21.56,21.39,0.0216555095,2740,-0.7
真爱美家,003041,2021-04-06 00:00:00,18,16.32,0.0204335855,2500,0.12
恒宇信通,300965,2021-04-02 00:00:00,61.72,49.78,0.0119948635,1500,5.35
富信科技,688662,2021-04-01 00:00:00,15.61,42.39,0.02854629,2206,-5.32
芯碁微装,688630,2021-04-01 00:00:00,15.23,73.84,0.02853348,3020.2448,-2.7
元琛科技,688659,2021-03-31 00:00:00,6.5,13.05,0.02972716,4000,-0.91
翔宇医疗,688626,2021-03-31 00:00:00,28.82,50.51,0.03089293,4000,0.06
品茗科技,688109,2021-03-30 00:00:00,50.05,24.64,0.02936496,1360,-4.01
深水海纳,300961,2021-03-30 00:00:00,8.48,11.5,0.0195088326,4432.448,-0.43
和林微纳,688661,2021-03-29 00:00:00,17.71,61.0,0.02762064,2000,-7.58
艾隆科技,688329,2021-03-29 00:00:00,16.81,28.44,0.02941385,1930,-1.59
通业科技,300960,2021-03-29 00:00:00,12.08,21.87,0.0168711412,2560,2.92
建工修复,300958,2021-03-29 00:00:00,8.53,19.02,0.0172464502,3566.412,-0.73
腾景科技,688195,2021-03-26 00:00:00,13.6,37.29,0.02899452,3235,0.62
海天股份,603759,2021-03-26 00:00:00,11.21,9.08,0.03925444,7800,-1.3
英力股份,300956,2021-03-26 00:00:00,12.85,15.98,0.0179813083,3300,0.38
奥泰生物,688606,2021-03-25 00:00:00,133.67,50.83,0.02925565,1350,-1.28
贝泰妮,300957,2021-03-25 00:00:00,47.33,101.58,0.0222352682,6360,4.72
星球石墨,688633,2021-03-24 00:00:00,33.62,33.19,0.02793537,1818.3334,-0.24
嘉亨家化,300955,2021-03-24 00:00:00,16.53,21.8,0.0163067245,2520,-1.36
九联科技,688609,2021-03-23 00:00:00,3.99,8.96,0.03558938,10000,-0.88
长龄液压,605389,2021-03-22 00:00:00,39.4,27.31,0.02516394,2433.34,-1.8
同力日升,605286,2021-03-22 00:00:00,15.08,26.64,0.03010688,4200,-0.52
线上线下,300959,2021-03-22 00:00:00,41,35.86,0.0135514845,2000,-1.21
楚天龙,003040,2021-03-22 00:00:00,4.62,17.5,0.0403082504,7839.3115,-0.96
爱科科技,688092,2021-03-19 00:00:00,19.11,30.49,0.02889497,1478.9598,-0.29
西力科技,688616,2021-03-18 00:00:00,7.35,12.64,0.02967172,3750,-0.32
震裕科技,300953,2021-03-18 00:00:00,28.77,70.46,0.0170898059,2327,0.4
有研粉材,688456,2021-03-17 00:00:00,10.62,37.31,0.02855431,3000,-1.87
青云科技-U,688316,2021-03-16 00:00:00,63.7,43.91,0.03337116,1200,-1.66
菱电电控,688667,2021-03-12 00:00:00,75.42,83.72,0.02717543,1290,-1.3
中望软件,688083,2021-03-11 00:00:00,150.5,143.02,0.03079897,1548.6,-4.08
恒辉安防,300952,2021-03-11 00:00:00,11.72,22.06,0.0176322006,3623.2,-1.39
四方新材,605122,2021-03-10 00:00:00,42.88,15.9,0.02671934,3090,-0.19
金盘科技,688676,2021-03-09 00:00:00,10.1,36.23,0.03299667,4257,1.2
深科达,688328,2021-03-09 00:00:00,16.49,25.33,0.02839667,2026,-3.87
永茂泰,605208,2021-03-08 00:00:00,13.4,10.08,0.03126624,4700,0.8
顺控发展,003039,2021-03-08 00:00:00,5.86,17.52,0.0346140575,6200,-2.18
极米科技,688696,2021-03-03 00:00:00,133.73,134.21,0.0274302,1250,-0.7
德固特,300950,2021-03-03 00:00:00,8.41,21.81,0.0158010858,2500,4.86
美迪凯,688079,2021-03-02 00:00:00,10.19,10.13,0.03437261,10033.3334,-2.5
园林股份,605303,2021-03-01 00:00:00,16.38,12.08,0.02891204,4030.9352,-1.47
必得科技,605298,2021-03-01 00:00:00,15.99,15.39,0.02606351,2700,0.65
联德股份,605060,2021-03-01 00:00:00,15.59,28.19,0.03356687,6000,-2.12
海泰新光,688677,2021-02-26 00:00:00,35.76,51.95,0.02759187,2178,-0.9
博硕科技,300951,2021-02-26 00:00:00,75.18,50.19,0.0136168027,2000,-0.32
奥雅股份,300949,2021-02-26 00:00:00,54.23,41.35,0.0119274024,1500,-12.8
生益电子,688183,2021-02-25 00:00:00,12.42,11.27,0.03994116,16636.4,-4.0
冠中生态,300948,2021-02-25 00:00:00,13,16.21,0.016226847,2334,1.19
王力安防,605268,2021-02-24 00:00:00,10.32,10.54,0.04381771,6700,-1.13
